unique_id,country,city,airport,phone_number,opening_time,closing_time,main_contact,state
669,Pakistan,Rasūlnagar,Alfa Papa Sierra Romeo Kilo Tango Hotel Bravo Foxtrot Victor Delta Uniform Whiskey Quebec Lima,568-7199,"error: invalid date ""08:00""",Blue,Ashley,ACTIVE
670,Vietnam,Thành Phố Hà Giang,Delta Mike Romeo Oscar X-ray Sierra Victor Bravo Foxtrot Kilo Papa Charlie November Alfa Yankee Uniform,185-7600,"error: invalid date ""08:00""",Purple,Loria,ACTIVE
671,Haiti,Acul du Nord,Alfa Bravo Victor Lima Zulu Papa Hotel November Oscar Whiskey Mike Sierra Charlie Quebec Golf X-ray Tango,599-4939,"error: invalid date ""08:00""",Yellow,Merle,ACTIVE
672,Slovenia,Pesnica pri Mariboru,Tango Charlie Golf Echo Foxtrot November Hotel India Whiskey Sierra Delta,049-7821,"error: invalid date ""08:00""",Aquamarine,Clemence,ACTIVE
673,Russia,Sovetskoye,Lima Oscar Alfa Echo Papa Quebec X-ray Charlie Juliett Victor Kilo Foxtrot Romeo November,421-4378,"error: invalid date ""08:00""",Blue,Renae,ACTIVE
674,China,Chuzhou,India Bravo Echo Kilo Alfa Golf Foxtrot Charlie Whiskey Quebec Juliett Hotel Papa Mike November Yankee Delta,224-8440,"error: invalid date ""08:00""",Puce,Kacy,ACTIVE
675,Poland,Pamiątkowo,Lima Charlie Uniform Oscar Alfa Sierra Quebec November Juliett Zulu Romeo Yankee India Golf Whiskey Mike Delta Papa Victor,994-6197,"error: invalid date ""08:00""",Green,Tally,ACTIVE
676,Mexico,Benito Juarez,Uniform Victor Echo Zulu Quebec Papa Foxtrot Whiskey November Lima Bravo Alfa Delta Romeo Yankee India Oscar X-ray Juliett Tango,655-0820,"error: invalid date ""08:00""",Khaki,Blisse,ACTIVE
677,Ukraine,Turiys’k,Hotel Tango Charlie Mike Victor Sierra Alfa Bravo Golf November,412-9846,"error: invalid date ""08:00""",Crimson,Kiley,ACTIVE
678,Czech Republic,Petřvald,Uniform November Kilo Zulu Quebec Whiskey Yankee X-ray Lima Romeo Sierra Mike Delta Foxtrot Oscar Charlie Bravo Juliett Papa Alfa,727-3746,"error: invalid date ""08:00""",Goldenrod,Giorgia,ACTIVE
679,Russia,Yug,Foxtrot Sierra Oscar X-ray Tango Charlie Papa Romeo Alfa Golf Yankee Delta Mike Victor Quebec Hotel Uniform India Echo,235-2697,"error: invalid date ""08:00""",Orange,Aggy,ACTIVE
680,Cuba,Florida,Romeo Hotel Oscar Uniform Charlie Delta Mike Victor India Foxtrot Tango Zulu Echo,004-3366,"error: invalid date ""08:00""",Goldenrod,Coralyn,ACTIVE
681,Sweden,Tomelilla,Delta India Alfa Juliett Bravo Kilo Mike Golf Victor Oscar Hotel X-ray Echo Whiskey Foxtrot Papa Yankee Uniform Lima,517-5299,"error: invalid date ""08:00""",Orange,Clovis,ACTIVE
682,Brazil,Amparo,Zulu Juliett Whiskey Papa India Bravo Tango X-ray Alfa Romeo Kilo Yankee,149-1102,"error: invalid date ""08:00""",Blue,Peggy,ACTIVE
683,Indonesia,Pamotan,India Quebec Golf Echo Oscar November Alfa Tango Whiskey Foxtrot Charlie X-ray Yankee Mike Lima Juliett Papa,094-5567,"error: invalid date ""08:00""",Aquamarine,Virginia,ACTIVE
684,Brazil,Toledo,Hotel Yankee Oscar Sierra Charlie Whiskey Mike Foxtrot Delta Zulu Bravo Golf Echo,834-7448,"error: invalid date ""08:00""",Maroon,Ralina,ACTIVE
685,Indonesia,Cijambe,Quebec Kilo Romeo Yankee X-ray Golf November Oscar Sierra Alfa,114-0770,"error: invalid date ""08:00""",Teal,Stacia,ACTIVE
686,Russia,Kolyvan’,Uniform Alfa Romeo Yankee Charlie X-ray Kilo Delta Oscar Mike Lima Papa Juliett Zulu Golf Whiskey Victor November India,397-8163,"error: invalid date ""08:00""",Green,Shandee,ACTIVE
687,Sri Lanka,Tangalla,Oscar Papa Romeo November Foxtrot Hotel Mike Tango Quebec India Golf,900-7963,"error: invalid date ""08:00""",Blue,Lilia,ACTIVE
688,Indonesia,Puyung,Mike Oscar Alfa Juliett Foxtrot Uniform X-ray Hotel Bravo November Charlie,593-8171,"error: invalid date ""08:00""",Teal,Malynda,ACTIVE
689,United States,Decatur,Hotel Bravo Quebec Golf November Papa Delta Mike Juliett Victor Lima Kilo Tango Yankee Alfa X-ray Whiskey Echo Foxtrot,403-4828,"error: invalid date ""08:00""",Purple,Yoshiko,ACTIVE
690,Portugal,Aroeira,Kilo Bravo Yankee Tango Charlie November Echo India Whiskey Quebec Golf Zulu Lima Mike,122-4560,"error: invalid date ""08:00""",Orange,Faye,ACTIVE
691,Latvia,Ādaži,Juliett Bravo Quebec Golf Alfa Delta Foxtrot Echo Whiskey Sierra Tango Romeo Mike Papa X-ray Hotel November Oscar Victor,999-7832,"error: invalid date ""08:00""",Mauv,Danella,ACTIVE
692,Guinea,Nzérékoré,Hotel India Romeo Delta Kilo Quebec Juliett Charlie Uniform Golf Papa,953-8692,"error: invalid date ""08:00""",Maroon,Fred,ACTIVE
693,China,Zhuqi,Mike Romeo Alfa Victor Oscar Sierra Whiskey November Hotel Kilo Yankee Papa India Golf Uniform Echo Delta Juliett Zulu Foxtrot,868-7506,"error: invalid date ""08:00""",Puce,Danell,ACTIVE
694,France,Saint-Avold,Papa Sierra Juliett Lima Hotel Oscar Uniform Yankee Whiskey Zulu Bravo Delta X-ray Romeo Charlie Alfa November Golf Kilo Victor,089-9812,"error: invalid date ""08:00""",Turquoise,Kore,ACTIVE
695,China,Xindian,Golf Hotel Alfa Quebec Foxtrot Juliett Yankee Papa Delta Bravo Romeo Charlie Mike Echo Zulu Oscar Sierra November India,017-9735,"error: invalid date ""08:00""",Orange,Concordia,ACTIVE
696,Japan,Shibata,Kilo Whiskey Golf Uniform Bravo Victor Quebec Alfa Delta Oscar Mike Echo Sierra November X-ray Charlie Tango Hotel Romeo,212-3957,"error: invalid date ""08:00""",Red,Shell,ACTIVE
697,China,Dongfeng,Alfa Zulu Lima X-ray Victor Kilo Papa Golf Juliett Delta Tango Yankee Bravo Echo Romeo,498-2410,"error: invalid date ""08:00""",Purple,Lynnette,ACTIVE
698,Switzerland,Zürich,Hotel Alfa Yankee Quebec Uniform Sierra Tango X-ray Victor Echo Kilo Charlie Romeo,284-3862,"error: invalid date ""08:00""",Orange,Merna,ACTIVE
699,Czech Republic,Rumburk,Romeo Kilo Foxtrot Uniform Echo Juliett November Whiskey Golf Hotel Lima Delta Tango Oscar Charlie Yankee India Victor Papa,011-7301,"error: invalid date ""08:00""",Teal,Carine,ACTIVE
700,Czech Republic,Zbiroh,Mike Kilo Alfa Tango Sierra Yankee Golf Quebec India Charlie Delta Romeo Uniform Papa Bravo Zulu,824-3497,"error: invalid date ""08:00""",Teal,Martie,ACTIVE
701,France,Cergy-Pontoise,Juliett Echo Romeo Whiskey Golf Lima Alfa Foxtrot Bravo Papa Yankee,424-8700,"error: invalid date ""08:00""",Crimson,Lorine,ACTIVE
702,Myanmar,Dawei,Romeo Delta India Oscar Charlie Alfa Zulu Sierra Papa Yankee Victor Tango Lima Whiskey Bravo Uniform,504-8304,"error: invalid date ""08:00""",Fuscia,Griselda,ACTIVE
703,Brazil,Santana,November Echo Delta Sierra Quebec Lima Romeo Golf Tango Kilo X-ray Bravo Oscar,882-2098,"error: invalid date ""08:00""",Green,Merralee,ACTIVE
704,China,Panshi,Bravo Romeo Tango Yankee Papa Oscar Foxtrot X-ray Whiskey Lima,646-8804,"error: invalid date ""08:00""",Mauv,Daria,ACTIVE
705,France,Neuilly-sur-Seine,November Oscar Uniform Juliett Hotel Charlie Echo Whiskey X-ray Sierra Delta Bravo Papa Lima Mike Victor Foxtrot Tango India Quebec,562-6471,"error: invalid date ""08:00""",Blue,Carola,ACTIVE
706,Bulgaria,Koynare,Kilo India Tango Echo Charlie Delta Oscar Bravo Romeo Foxtrot Golf Uniform Hotel Sierra Whiskey X-ray November Juliett,121-9055,"error: invalid date ""08:00""",Indigo,Ophelia,ACTIVE
707,United States,Richmond,Alfa Zulu Quebec Yankee Foxtrot Hotel India Papa Whiskey Mike Romeo Tango Oscar Delta Bravo Golf X-ray,366-2779,"error: invalid date ""08:00""",Aquamarine,Janna,ACTIVE
708,Indonesia,Sukadami,Sierra Oscar Mike Foxtrot Yankee Tango Papa India Lima Zulu Victor Bravo November Uniform Alfa,159-6892,"error: invalid date ""08:00""",Violet,Leola,ACTIVE
709,China,Junkou,Oscar Quebec X-ray November Golf Uniform Victor Yankee Kilo Alfa India Romeo,659-6391,"error: invalid date ""08:00""",Red,Janey,ACTIVE
710,Greece,Néos Mylótopos,Charlie Whiskey Yankee Kilo X-ray Bravo Alfa Tango Lima Foxtrot November Hotel Uniform Romeo Quebec Mike Zulu Echo India Sierra,387-4796,"error: invalid date ""08:00""",Indigo,Ardelle,ACTIVE
711,Mali,Timbuktu,Juliett Bravo Romeo Yankee Charlie Foxtrot Uniform Echo Delta India Hotel Kilo Whiskey X-ray Zulu Victor Alfa,820-2592,"error: invalid date ""08:00""",Puce,Robinette,ACTIVE
712,Tuvalu,Tanrake Village,Foxtrot India Bravo Charlie November X-ray Quebec Kilo Zulu Papa,238-1330,"error: invalid date ""08:00""",Goldenrod,Ericha,ACTIVE
713,Uruguay,Aguas Corrientes,Bravo Echo X-ray Oscar Delta Victor Yankee Quebec Uniform Lima Zulu Golf November,703-4697,"error: invalid date ""08:00""",Violet,Malvina,ACTIVE
714,China,Huqiu,India X-ray Mike Tango Romeo Juliett Bravo Zulu Yankee Uniform Golf Echo Charlie,504-3531,"error: invalid date ""08:00""",Violet,Darda,ACTIVE
715,France,Noyelles-sous-Lens,India Hotel Echo Kilo November Yankee Whiskey Lima Alfa Tango X-ray Sierra Quebec,512-4095,"error: invalid date ""08:00""",Yellow,Chelsie,ACTIVE
716,China,Huitong,Charlie X-ray Yankee Tango Kilo Whiskey Papa Delta Alfa Oscar Echo Bravo Foxtrot Golf Zulu India Uniform Victor,214-8577,"error: invalid date ""08:00""",Violet,Carrissa,ACTIVE
717,China,Tonghong,Tango Oscar Lima Uniform Golf Papa Whiskey Bravo Yankee Charlie Delta Hotel Foxtrot November Sierra Mike Romeo India,968-2044,"error: invalid date ""08:00""",Indigo,Karen,ACTIVE
718,China,Ximapo,Quebec India Tango Yankee Sierra Oscar Delta Papa Golf Alfa Juliett Kilo Zulu X-ray Lima,012-6955,"error: invalid date ""08:00""",Fuscia,Rubetta,ACTIVE
719,Indonesia,Tenggong,Charlie India Golf Oscar X-ray Romeo Papa Tango Mike Bravo Hotel November,115-8870,"error: invalid date ""08:00""",Aquamarine,Joceline,ACTIVE
720,Sri Lanka,Matara,Quebec Delta Echo Juliett Bravo Tango Kilo Victor Mike Papa India Golf Romeo,469-1322,"error: invalid date ""08:00""",Purple,Catharine,ACTIVE
721,Argentina,Gobernador Gálvez,Lima India Golf Whiskey Yankee Juliett Papa Oscar November Zulu Delta Alfa X-ray Victor,289-9102,"error: invalid date ""08:00""",Pink,Evania,ACTIVE
722,Ukraine,Kosmach,Bravo X-ray Oscar Juliett November Hotel Whiskey Alfa Romeo Zulu Quebec Sierra Golf Kilo,649-3719,"error: invalid date ""08:00""",Pink,Tiffie,ACTIVE
723,Philippines,Buenavista,Zulu Papa India Kilo Golf Oscar Mike Juliett November Uniform Victor Lima Yankee Romeo,778-8971,"error: invalid date ""08:00""",Orange,Emmy,ACTIVE
724,Colombia,Guamal,Uniform Romeo Tango Hotel Whiskey X-ray Golf Mike Sierra Kilo November Juliett Alfa Oscar,871-9814,"error: invalid date ""08:00""",Maroon,Vally,ACTIVE
725,Ireland,Cloyne,Juliett Foxtrot Uniform November Lima Papa Hotel Romeo Alfa Mike Tango Echo Delta Bravo Oscar Charlie Sierra,955-8273,"error: invalid date ""08:00""",Green,Melisandra,ACTIVE
726,Philippines,Liloy,Whiskey Quebec Yankee Victor Lima Bravo Alfa India Uniform Golf Echo Zulu Kilo,000-2962,"error: invalid date ""08:00""",Mauv,Roxie,ACTIVE
727,Brazil,Surubim,Papa Juliett Zulu Victor November Hotel Golf Oscar Mike Alfa Delta,107-5997,"error: invalid date ""08:00""",Crimson,Shanie,ACTIVE
728,Portugal,Labruge,Quebec Mike Sierra Alfa X-ray Echo Uniform India Oscar Charlie,882-2240,"error: invalid date ""08:00""",Puce,Vonny,ACTIVE
729,Russia,Rostov,Yankee Zulu Papa Kilo Oscar Juliett India Bravo Foxtrot Charlie,696-9477,"error: invalid date ""08:00""",Khaki,Rivi,ACTIVE
730,Egypt,Iţsā,Zulu Kilo Mike Victor Alfa Bravo Charlie X-ray Foxtrot Delta Yankee Juliett Tango,531-3175,"error: invalid date ""08:00""",Orange,Timmi,ACTIVE
731,Argentina,Mattaldi,Victor Bravo Yankee Quebec Uniform Sierra Alfa Zulu Papa Juliett India Tango Romeo Echo X-ray Hotel Golf Whiskey,504-4722,"error: invalid date ""08:00""",Orange,Marnia,ACTIVE
732,Spain,Palencia,X-ray Foxtrot Oscar Hotel India Yankee Sierra Golf Charlie Uniform Zulu Echo,430-8590,"error: invalid date ""08:00""",Goldenrod,Alanna,ACTIVE
733,Philippines,Balaogan,X-ray Oscar Sierra Papa Uniform Victor India Bravo Lima Mike Yankee Quebec,826-7497,"error: invalid date ""08:00""",Pink,Anett,ACTIVE
734,Poland,Unisław,Zulu Papa Uniform Juliett Bravo Oscar Whiskey Tango Golf Foxtrot November Alfa Hotel Kilo,577-8493,"error: invalid date ""08:00""",Crimson,Raeann,ACTIVE
735,Croatia,Karlobag,Mike Yankee November Delta Quebec Romeo Hotel Lima Foxtrot Kilo Juliett Bravo Golf Victor Oscar Echo X-ray Papa Whiskey India,497-1564,"error: invalid date ""08:00""",Maroon,Kora,ACTIVE
736,China,Xinhua,Alfa Juliett November Delta Yankee Romeo Tango Mike Uniform India Whiskey Oscar Victor Lima Zulu,560-7514,"error: invalid date ""08:00""",Orange,Livia,ACTIVE
737,Indonesia,Patrang,Alfa Sierra Oscar Delta Hotel November Kilo X-ray Romeo Zulu Echo Bravo Uniform Foxtrot Victor Papa Golf,463-7071,"error: invalid date ""08:00""",Khaki,Gretal,ACTIVE
738,Indonesia,Sukarara Utara,Echo Zulu Tango November Victor Whiskey India X-ray Kilo Yankee Sierra Papa Mike Bravo Juliett Oscar,420-6836,"error: invalid date ""08:00""",Maroon,Dalenna,ACTIVE
739,Thailand,Chamni,X-ray Juliett Mike Quebec Oscar Yankee Alfa Zulu Uniform Victor India Kilo Papa Foxtrot Whiskey Echo Hotel,392-0532,"error: invalid date ""08:00""",Aquamarine,Paulie,ACTIVE
740,China,Liushutun,Victor Kilo Golf Foxtrot November Uniform Quebec Echo X-ray Bravo Tango Oscar,001-1711,"error: invalid date ""08:00""",Aquamarine,Ileana,ACTIVE
741,China,Hanfeng,Charlie Uniform Hotel India Juliett X-ray Victor Zulu Whiskey Quebec,338-9269,"error: invalid date ""08:00""",Turquoise,Audrey,ACTIVE
742,Bulgaria,Isperikh,Victor Yankee Golf Juliett Papa Sierra Tango Delta Bravo Whiskey Zulu India Foxtrot Uniform,249-8395,"error: invalid date ""08:00""",Puce,Cherrita,ACTIVE
743,Nicaragua,Siuna,Alfa Romeo Yankee Hotel Kilo India Tango X-ray Echo Lima Charlie Zulu Delta Whiskey Papa Mike Quebec Foxtrot,640-0896,"error: invalid date ""08:00""",Mauv,Laurette,ACTIVE
744,China,Shuangyuan,Oscar India Papa Alfa Quebec Hotel Juliett Tango November Uniform Kilo Victor,539-1587,"error: invalid date ""08:00""",Violet,Ceciley,ACTIVE
745,Portugal,Carvalho,Foxtrot Echo X-ray Papa Uniform Tango Victor Whiskey Juliett Kilo Charlie Alfa India,734-4802,"error: invalid date ""08:00""",Indigo,Jocelyne,ACTIVE
746,Philippines,Lumbatan,Whiskey Romeo Kilo Victor Sierra Golf Yankee Quebec Bravo Hotel Tango Juliett Lima Delta Foxtrot Mike X-ray,522-6898,"error: invalid date ""08:00""",Green,Fanchette,ACTIVE
747,China,Zhengdonglu,Yankee Zulu X-ray Juliett Victor Oscar Golf India Charlie Sierra Hotel Tango Echo November Bravo Whiskey,469-5283,"error: invalid date ""08:00""",Mauv,Phaedra,ACTIVE
748,Canada,Richmond,Yankee Delta Tango Charlie Foxtrot Golf Romeo Kilo Victor Sierra Zulu November Lima India Papa Mike Oscar X-ray Uniform Hotel,164-6959,"error: invalid date ""08:00""",Khaki,Olia,ACTIVE
749,Reunion,Le Port,India Uniform Hotel Delta Victor Mike Yankee Lima Echo Foxtrot X-ray Alfa Juliett November Zulu Whiskey Quebec Oscar Kilo Golf,131-7359,"error: invalid date ""08:00""",Red,Lorrin,ACTIVE
750,Spain,Cartagena,Echo Juliett Alfa India Sierra Hotel Kilo Bravo Yankee Tango Whiskey November Quebec,895-6709,"error: invalid date ""08:00""",Purple,Fifi,ACTIVE
751,Poland,Widuchowa,Romeo Juliett X-ray Yankee Kilo Golf Delta Charlie Oscar Alfa Uniform Quebec Foxtrot,145-1353,"error: invalid date ""08:00""",Yellow,Gennifer,ACTIVE
752,Russia,Nytva,Quebec Juliett Mike India Yankee Alfa Papa November Echo Romeo Whiskey Uniform Lima Bravo Zulu Foxtrot,116-4381,"error: invalid date ""08:00""",Green,Cindelyn,ACTIVE
753,Indonesia,Aeteke,Quebec Bravo Papa X-ray Hotel Romeo Tango Yankee Alfa Sierra Zulu,434-2315,"error: invalid date ""08:00""",Puce,Lotte,ACTIVE
754,Bulgaria,Lakatnik,Quebec Lima Golf Echo Delta Papa Oscar Sierra Zulu Alfa Bravo,438-4597,"error: invalid date ""08:00""",Khaki,Hildegarde,ACTIVE
755,Brazil,Anguera,X-ray Echo Uniform Lima India Juliett Zulu Tango Bravo Charlie Whiskey Kilo Hotel Foxtrot,535-8703,"error: invalid date ""08:00""",Yellow,Jana,ACTIVE
756,Micronesia,Makur,Alfa Yankee Sierra Delta Lima Echo Victor Juliett Papa India November Uniform Golf,125-5097,"error: invalid date ""08:00""",Turquoise,Clarinda,ACTIVE
757,China,Jibu Hulangtu,Oscar Tango Foxtrot Golf Juliett Uniform Lima India Alfa Delta X-ray Quebec Yankee Kilo,618-4254,"error: invalid date ""08:00""",Goldenrod,Tybi,ACTIVE
758,Philippines,Bontoc,Golf Bravo Tango Charlie Quebec X-ray Lima Sierra Foxtrot Yankee,741-8414,"error: invalid date ""08:00""",Fuscia,Sofie,ACTIVE
759,Guatemala,Santa Cruz La Laguna,Echo Juliett Bravo Delta Kilo Charlie Golf Oscar Uniform Whiskey Victor Yankee Papa Mike,628-9198,"error: invalid date ""08:00""",Red,Mari,ACTIVE
760,Poland,Radzanów,Alfa X-ray Golf India Mike Hotel Echo Delta Yankee Whiskey,656-5966,"error: invalid date ""08:00""",Puce,Clementia,ACTIVE
761,Malaysia,Pulau Pinang,Juliett Sierra Quebec Victor Whiskey India Echo Papa Alfa Mike Charlie Bravo Delta Foxtrot,552-3731,"error: invalid date ""08:00""",Green,Bernadette,ACTIVE
762,Brazil,Santo Amaro,Golf Sierra India X-ray Foxtrot Whiskey Kilo Bravo Echo Yankee Victor Alfa Zulu Lima Delta Hotel November Juliett Papa Romeo,367-9905,"error: invalid date ""08:00""",Teal,Anjanette,ACTIVE
763,Japan,Hanyū,Delta Kilo Foxtrot India Echo November Sierra Lima Whiskey Victor Oscar Charlie,203-5490,"error: invalid date ""08:00""",Fuscia,Hortense,ACTIVE
764,Poland,Krzeczów,Zulu Delta Hotel Bravo India Uniform Charlie Golf Oscar Juliett Victor Alfa Foxtrot Quebec Kilo Mike Tango Sierra,882-7317,"error: invalid date ""08:00""",Blue,Cherlyn,ACTIVE
765,Poland,Przeworsk,Mike Hotel Whiskey X-ray Charlie Quebec Papa India Romeo Foxtrot Kilo Bravo Sierra Juliett November,130-6713,"error: invalid date ""08:00""",Red,Lynna,ACTIVE
766,Portugal,Venda do Valador,Charlie Delta Sierra Alfa Mike Victor Quebec Lima Papa Echo Juliett,301-3464,"error: invalid date ""08:00""",Mauv,Lesli,ACTIVE
767,Belarus,Bal’shavik,Yankee Victor Hotel Foxtrot Sierra Papa Alfa Golf Echo X-ray Quebec Tango Zulu Lima Delta India Uniform Bravo Oscar,518-4537,"error: invalid date ""08:00""",Green,Liane,ACTIVE
768,Mexico,San Isidro,Victor Golf November Sierra Hotel X-ray Mike Papa Whiskey Echo India Kilo Charlie Oscar,801-3712,"error: invalid date ""08:00""",Teal,Karil,ACTIVE
769,China,Gubu,Sierra India Papa Lima Romeo Charlie Alfa Echo Uniform November Hotel Zulu Foxtrot Mike Kilo Bravo X-ray,083-4252,"error: invalid date ""08:00""",Green,Ariadne,ACTIVE
770,Indonesia,Salinggara,Golf Whiskey Bravo Kilo India Tango Juliett Romeo Alfa Mike Yankee Delta Uniform Quebec,992-0817,"error: invalid date ""08:00""",Yellow,Dulcia,ACTIVE
771,Canada,Alma,Foxtrot Yankee Alfa Romeo Victor Lima November Echo Oscar Delta Kilo Bravo Hotel Mike Tango Juliett X-ray Quebec Charlie Whiskey,433-4296,"error: invalid date ""08:00""",Red,Electra,ACTIVE
772,China,Sanxi,Papa Bravo Charlie Oscar Whiskey Sierra Juliett X-ray Romeo Golf Zulu Kilo India Quebec Yankee,279-1021,"error: invalid date ""08:00""",Yellow,Sonja,ACTIVE
773,Poland,Puck,Foxtrot Mike Oscar Zulu Papa Kilo Bravo Whiskey Charlie Quebec Echo India Alfa Lima Delta Yankee Golf Hotel X-ray,236-9618,"error: invalid date ""08:00""",Yellow,Jobey,ACTIVE
774,Thailand,Amnat Charoen,X-ray Victor Bravo Papa Hotel Alfa Juliett Foxtrot Quebec November Zulu Delta Romeo Echo Uniform Whiskey Golf,374-1012,"error: invalid date ""08:00""",Khaki,Daniella,ACTIVE
775,China,Jiangkou,Oscar Zulu Foxtrot Whiskey November Echo Romeo Tango Kilo Delta Alfa Victor,706-2658,"error: invalid date ""08:00""",Orange,Antonie,ACTIVE
776,Russia,Teberda,Oscar Hotel Uniform Alfa Lima Foxtrot Romeo Charlie Papa Tango India X-ray Echo,656-8872,"error: invalid date ""08:00""",Goldenrod,Andie,ACTIVE
777,Russia,Admiralteisky,Uniform Mike Hotel Charlie Lima November Golf Kilo Delta Papa Sierra Yankee Echo Zulu Foxtrot Victor Juliett Bravo Oscar,116-1872,"error: invalid date ""08:00""",Teal,Clea,ACTIVE
778,China,Zhangshui,November Echo Quebec Papa Tango Romeo Whiskey Kilo Alfa Sierra Bravo Hotel Delta X-ray,233-1335,"error: invalid date ""08:00""",Mauv,Cherice,ACTIVE
779,Canada,Mirabel,Bravo Mike Tango Zulu Delta Golf Papa Foxtrot India Victor Uniform,145-7405,"error: invalid date ""08:00""",Pink,Faunie,ACTIVE
780,Mexico,El Calvario,Papa Kilo India Delta Tango Echo Yankee Alfa Sierra November Lima Foxtrot Juliett Romeo Mike,062-5438,"error: invalid date ""08:00""",Yellow,Alexis,ACTIVE
781,Serbia,Kragujevac,Mike Zulu Papa Golf Alfa Victor Echo Whiskey Quebec India Yankee Hotel Foxtrot Sierra Kilo,218-0965,"error: invalid date ""08:00""",Turquoise,Chicky,ACTIVE
782,Indonesia,Cimanggu,Charlie Mike Foxtrot Kilo X-ray Whiskey Yankee November Romeo India Tango Lima Victor,830-9857,"error: invalid date ""08:00""",Turquoise,Lorenza,ACTIVE
783,Brazil,Bastos,Lima Yankee India Delta Golf Whiskey November Charlie Papa Hotel Kilo Mike Echo Juliett Uniform,639-5386,"error: invalid date ""08:00""",Mauv,Lilith,ACTIVE
784,Montenegro,Herceg-Novi,Oscar Bravo Lima X-ray Foxtrot Romeo Juliett Quebec Mike Alfa Echo Delta India Kilo Papa Hotel Victor,719-2730,"error: invalid date ""08:00""",Maroon,Honor,ACTIVE
785,Peru,Celendín,Lima Oscar X-ray Kilo Hotel Victor Uniform Delta Whiskey Tango Charlie Papa Romeo Sierra Zulu Mike November Golf,949-2200,"error: invalid date ""08:00""",Orange,Luella,ACTIVE
786,Brazil,Tapera,Lima Bravo Oscar X-ray Zulu Sierra Echo Hotel Romeo Golf Tango Victor Uniform Papa Alfa,626-8395,"error: invalid date ""08:00""",Pink,Shandy,ACTIVE
787,China,Xijiao,X-ray Whiskey Tango Oscar Romeo November Sierra Echo Yankee Delta,414-4137,"error: invalid date ""08:00""",Teal,Wilmette,ACTIVE
788,Portugal,Alhos Vedros,X-ray Quebec Mike Tango Papa Charlie Oscar Kilo Foxtrot Romeo,802-1329,"error: invalid date ""08:00""",Pink,Kym,ACTIVE
789,Egypt,Al Maţarīyah,Whiskey Charlie Foxtrot November Oscar Lima Hotel Tango Romeo Delta Juliett X-ray Bravo Uniform Kilo Papa Echo Alfa,891-9847,"error: invalid date ""08:00""",Orange,Janessa,ACTIVE
790,Ethiopia,Bichena,Papa Uniform Alfa Juliett Golf November Kilo Delta Mike Zulu Quebec Hotel,583-0648,"error: invalid date ""08:00""",Crimson,Ruth,ACTIVE
791,China,Xia Dawo,Uniform Victor Yankee Whiskey Zulu Echo India Romeo Alfa X-ray Foxtrot Kilo Oscar Charlie Papa Sierra Juliett Quebec Bravo,461-8742,"error: invalid date ""08:00""",Crimson,Lurleen,ACTIVE
792,Argentina,Paraná,Foxtrot Charlie Kilo Victor Zulu India Tango Mike Echo Whiskey Romeo Sierra Quebec,943-4370,"error: invalid date ""08:00""",Fuscia,Vonnie,ACTIVE
793,Russia,Sterlitamak,Whiskey Mike Juliett Yankee Kilo Romeo Zulu India Tango Delta Golf Foxtrot Victor Bravo Charlie,628-1577,"error: invalid date ""08:00""",Aquamarine,Arline,ACTIVE
794,Tunisia,Jammāl,Alfa X-ray Delta Oscar Yankee Echo Hotel Mike Sierra Golf Lima Charlie,831-0458,"error: invalid date ""08:00""",Khaki,Alvina,ACTIVE
795,Argentina,Pocito,Papa Delta Romeo Echo Bravo Sierra India Hotel Lima Charlie Foxtrot Victor Uniform X-ray Golf Kilo,819-6805,"error: invalid date ""08:00""",Yellow,Casey,ACTIVE
796,Finland,Karkkila,Victor Papa Romeo November Juliett Oscar Tango Golf Mike Lima Kilo Whiskey Bravo Quebec Uniform Foxtrot Delta Echo Sierra,264-7183,"error: invalid date ""08:00""",Green,Debi,ACTIVE
797,Czech Republic,Náklo,Kilo Echo X-ray Yankee Delta Bravo Mike Victor November India Golf Uniform Hotel Foxtrot Romeo,356-6154,"error: invalid date ""08:00""",Red,Andrei,ACTIVE
798,China,Qiaoyi,November Victor X-ray Golf Whiskey Tango Sierra Alfa Papa Echo India Juliett Foxtrot Hotel Uniform Zulu Delta Lima Mike,090-4060,"error: invalid date ""08:00""",Maroon,Maurene,ACTIVE
799,Albania,Poshnje,Romeo Charlie Mike Foxtrot X-ray Oscar Uniform Papa Lima Tango India Yankee Quebec November Kilo Zulu Bravo Delta,082-3763,"error: invalid date ""08:00""",Crimson,Annie,ACTIVE
800,Indonesia,Cimanggu,Delta Foxtrot Romeo Papa India Sierra Juliett Echo Whiskey Golf Kilo Victor Quebec Oscar Mike Hotel Tango Zulu November Alfa,661-2568,"error: invalid date ""08:00""",Red,Ebony,ACTIVE
801,Portugal,Estrada,Juliett Golf Tango Zulu Hotel Uniform X-ray Sierra Mike Charlie Yankee November Papa,577-6871,"error: invalid date ""08:00""",Aquamarine,Danice,ACTIVE
802,Indonesia,Balekambang,Juliett Hotel Whiskey Mike X-ray Foxtrot Delta Kilo Lima Zulu Alfa Yankee Papa Tango Quebec India,520-0017,"error: invalid date ""08:00""",Red,Samara,ACTIVE
803,Indonesia,Wanga,Whiskey Charlie Delta Uniform Alfa Lima Romeo Zulu Foxtrot Yankee Tango Mike,893-5129,"error: invalid date ""08:00""",Indigo,Pierrette,ACTIVE
